"tract","Name","Household_Income_rP_gP_p50"
36047070600,"Kings County, NY",62620
36081109300,"Queens County, NY",62599
36059521500,"Massapequa Park, NY",62590
36081108500,"Queens County, NY",62584
36059415101,"Merrick, NY",62555
36119008500,"Rye, NY",62535
36005011800,"Bronx County, NY",62520
36081059900,"Queens County, NY",62517
36059303500,"Mineola, NY",62476
34003024200,"Harrington Park, NJ",62430
36081157903,"Bellerose Manor, Floral Park, NY",62430
36059415600,"Wantagh, NY",62396
36005031400,"Bronx County, NY",62390
36059404500,"Floral Park, NY",62383
36119001700,"Bryn Mawr, Yonkers, NY",62214
36081119900,"Queens County, NY",62209
36081140300,"Queens County, NY",62187
36081150701,"Queens County, NY",62140
36059414700,"Merrick, NY",62118
36059517000,"Glen Cove, NY",62092
36103146901,"West Islip, NY",62075
36059405302,"Franklin Square, NY",62064
36005045102,"Bronx County, NY",62057
36059518201,"Oyster Bay, NY",62044
36081115100,"Queens County, NY",61991
36059518203,"Woodbury, NY",61982
36059518100,"East Norwich, NY",61978
36047039200,"Kings County, NY",61966
36059520001,"Bethpage, NY",61942
36119007700,"Rye, NY",61939
36081070700,"Queens County, NY",61926
36047059402,"Kings County, NY",61911
36059411700,"Hewlett, NY",61898
36119002103,"Crestwood, Yonkers, NY",61867
36047045800,"Kings County, NY",61863
36059303700,"Mineola, NY",61861
36047060000,"Kings County, NY",61781
36081114700,"Queens County, NY",61775
36103146800,"West Islip, NY",61762
36059410100,"Malverne, NY",61723
36081121500,"Queens County, NY",61709
36047058400,"Kings County, NY",61677
36081089200,"Queens County, NY",61647
36081075702,"Queens County, NY",61643
36103111801,"Elwood, NY",61634
36047035601,"Kings County, NY",61629
36103146705,"West Islip, NY",61619
36081152901,"Queens County, NY",61607
36059519702,"Plainview, NY",61599
36047063800,"Kings County, NY",61577
36081064500,"Queens County, NY",61575
36005029301,"Bronx County, NY",61485
36059413400,"Oceanside, NY",61481
36047037401,"Kings County, NY",61449
36059408200,"East Meadow, NY",61443
36059410200,"Malverne, NY",61440
36059408600,"Levittown, NY",61439
36059405600,"Franklin Square, NY",61430
34003041302,"Palisades Park, NJ",61419
36059407600,"Westbury, NY",61398
36103112103,"Commack, NY",61391
36119002405,"Dunwoodie, Yonkers, NY",61379
36081049900,"Queens County, NY",61373
36081067700,"Queens County, NY",61300
36047058200,"Kings County, NY",61290
36119005002,"Eastchester, NY",61222
36081099100,"Queens County, NY",61209
36081104700,"Queens County, NY",61209
36081134100,"Queens County, NY",61194
36059303302,"Williston Park, NY",61185
36081120700,"Queens County, NY",61179
36059416801,"Long Beach, NY",61171
36059519602,"Plainview, NY",61142
36103146902,"West Islip, NY",61134
36059519400,"Hicksville, Hicksville, NY",61134
36059416100,"Seaford, NY",61098
36081066900,"Queens County, NY",61035
34003006100,"Cliffside Park, NJ",61024
36059303202,"Garden City Park, NY",60978
36059413200,"Oceanside, NY",60976
36059302102,"Roslyn Heights, NY",60960
36081029500,"Queens County, NY",60921
36059518700,"Syosset, NY",60848
34003002300,"Norwood, NJ",60811
34003019304,"Fort Lee, NJ",60801
36081098700,"Queens County, NY",60733
36081063301,"Queens County, NY",60713
36005044901,"Bronx County, NY",60698
36047056800,"Kings County, NY",60673
34003010300,"Dumont, NJ",60598
36059517901,"Bayville, NY",60575
36103112211,"Dix Hills, NY",60558
36059519200,"Hicksville, Hicksville, NY",60545
36059519000,"Hicksville, Levittown, NY",60541
36059416201,"Island Park, NY",60524
36081063700,"Queens County, NY",60505
36119008404,"Harrison, NY",60500
36103111900,"Huntington, NY",60483
36081118900,"Queens County, NY",60428
36059414600,"North Merrick, NY",60393
36059406001,"West Hempstead, NY",60373
34003009200,"Haworth, NJ",60364
36119010000,"Scarsdale, NY",60330
36059518400,"Syosset, NY",60325
36047029800,"Kings County, NY",60302
36059518300,"Syosset, NY",60280
36059300400,"Great Neck, NY",60273
36059521301,"Massapequa, NY",60262
36081124700,"Queens County, NY",60257
36119006802,"New Rochelle, NY",60254
36059411302,"Woodmere Park, Woodmere, NY",60216
36059303400,"East Williston, NY",60180
36047059401,"Kings County, NY",60178
36119010701,"Scarsdale, NY",60176
36059409700,"North Wantagh, Wantagh, NY",60142
36059518502,"Jericho, NY",60131
36081111300,"Queens County, NY",60120
34003009100,"Demarest, NJ",60116
36081119500,"Queens County, NY",60112
34003045100,"Ridgefield, NJ",60087
36081050700,"Queens County, NY",60067
36059407801,"Westbury, NY",60023
36059300300,"Great Neck, NY",60021
36081139900,"Queens County, NY",60018
36059406600,"Mott Section, Garden City, NY",60017
36103135209,"Hauppauge, NY",60009
36059302900,"North New Hyde Park, NY",60002
36059405700,"Franklin Square, NY",59981
36047063600,"Kings County, NY",59970
36081074900,"Queens County, NY",59919
36061005200,"Midtown, New York, NY",59903
36059408100,"East Meadow, NY",59897
36047053800,"Kings County, NY",59873
36081094500,"Queens County, NY",59869
36081105900,"Queens County, NY",59863
36059517400,"Sea Cliff, NY",59858
36059404300,"Bellerose Terrace, Floral Park, NY",59814
36059301200,"Port Washington, NY",59806
36047045000,"Kings County, NY",59783
36059522700,"Seaford, NY",59747
36047029000,"Kings County, NY",59717
36119009701,"White Plains, NY",59702
36059303102,"New Hyde Park, NY",59662
36059415401,"Bellmore, NY",59654
36047026800,"Kings County, NY",59647
36047064200,"Kings County, NY",59638
36081093401,"Queens County, NY",59624
36059520800,"North Massapequa, NY",59547
36119008401,"Harrison, NY",59546
36005028800,"Bronx County, NY",59546
36047049600,"Kings County, NY",59498
36081080301,"Queens County, NY",59476
36103111401,"Huntington Station, NY",59468
36119006801,"Scarsdale, NY",59447
36081072100,"Queens County, NY",59428
36103145803,"Hauppauge, NY",59414
36081079702,"Queens County, NY",59318
36103110801,"Northport, NY",59292
36103134902,"Smithtown, NY",59243
36059411200,"Cedarhurst, NY",59213
36047062200,"Kings County, NY",59166
36047040600,"Kings County, NY",59157
36081143500,"Queens County, NY",59145
36047055800,"Kings County, NY",59119
36059405400,"Elmont, NY",59060
36047075600,"Kings County, NY",59059
36119001401,"Lincoln Park, Yonkers, NY",59053
36059409300,"Levittown, NY",59042
36059410700,"Valley Stream, NY",59039
36059409200,"Levittown, NY",59019
36059415402,"Bellmore, NY",58976
36119004900,"Scarsdale, NY",58961
36059409500,"Levittown, NY",58934
36047025800,"Kings County, NY",58915
36119007600,"Rye, NY",58899
36047061004,"Kings County, NY",58850
36059519900,"Bethpage, NY",58850
34003019305,"Fort Lee, NJ",58829
36047041402,"Kings County, NY",58811
34003007001,"Closter, NJ",58804
36059521801,"Massapequa, NY",58796
36047075200,"Kings County, NY",58795
36081074100,"Queens County, NY",58762
36047029600,"Kings County, NY",58754
36059411800,"Lynbrook, NY",58753
36005031000,"Bronx County, NY",58687
34003016000,"Englewood Cliffs, NJ",58677
34003013001,"Edgewater, NJ",58670
36059520501,"South Farmingdale, NY",58643
36081063500,"Queens County, NY",58625
36047025600,"Kings County, NY",58615
36081099704,"Queens County, NY",58614
36081049700,"Queens County, NY",58604
36059413803,"Baldwin, NY",58590
36081063302,"Queens County, NY",58512
36059521601,"Massapequa Park, NY",58512
36047027000,"Kings County, NY",58463
34003008000,"Cresskill, NJ",58431
36059416900,"Lido Beach, NY",58420
36059408900,"Levittown, NY",58414
36059521602,"Massapequa Park, NY",58405
36081066100,"Queens County, NY",58320
36059519100,"Hicksville, Hicksville, NY",58316
36081118100,"Queens County, NY",58315
36103111601,"East Northport, NY",58304
36081071701,"Queens County, NY",58301
36005045101,"Bronx County, NY",58231
36103123600,"Amityville, NY",58212
36047030200,"Kings County, NY",58201
36059411901,"Lynbrook, NY",58199
36119002201,"Northeast Yonkers, Yonkers, NY",58171
36081083700,"Queens County, NY",58151
36103111703,"East Northport, NY",58139
36059521902,"Massapequa, NY",58136
36059416402,"Long Beach, NY",58120
36047056000,"Kings County, NY",58120
36081067100,"Queens County, NY",58035
36081148300,"Queens County, NY",58018
36047061003,"Kings County, NY",58012
36047024600,"Kings County, NY",57986
36047058600,"Kings County, NY",57953
36081047600,"Queens County, NY",57951
36047070000,"Kings County, NY",57902
36081009500,"Queens County, NY",57866
36047055600,"Kings County, NY",57864
36119005300,"Pelham, Village of Pelham, NY",57858
36081025700,"Queens County, NY",57856
36047059200,"Kings County, NY",57851
36059300800,"Great Neck, NY",57835
36081077902,"Queens County, NY",57827
36119004600,"Bronxville, NY",57809
36059412200,"East Rockaway, NY",57805
36103134907,"Kings Park, NY",57804
36081127700,"Queens County, NY",57783
36047058800,"Kings County, NY",57775
36059520600,"Farmingdale, NY",57773
36119002105,"Beech Hill, Scarsdale, NY",57758
36005018400,"Bronx County, NY",57723
36059521400,"Massapequa, NY",57698
36081075701,"Queens County, NY",57681
36081013500,"Queens County, NY",57669
36081045600,"Queens County, NY",57652
36059404400,"Floral Park, NY",57647
36081072900,"Queens County, NY",57639
36103135102,"Commack, NY",57617
36059517705,"Glen Head, NY",57610
34003010100,"Dumont, NJ",57605
34003055200,"Tenafly, NJ",57602
36081129103,"Queens County, NY",57591
34003007002,"Closter, NJ",57572
36103112210,"Dix Hills, NY",57568
36119002000,"Northeast Yonkers, Yonkers, NY",57567
36081140901,"Queens County, NY",57560
36047031400,"Kings County, NY",57558
36047061600,"Kings County, NY",57538
36103134703,"Northport, NY",57521
36059410000,"Valley Stream, NY",57515
36081079701,"Queens County, NY",57485
36047043400,"Kings County, NY",57450
36059406002,"West Hempstead, NY",57430
36059302600,"Floral Park, NY",57412
36059414800,"North Bellmore, NY",57397
36059301500,"Plandome, NY",57390
36047036002,"Kings County, NY",57381
36103110501,"Centerport, NY",57372
36081137700,"Queens County, NY",57370
36059408300,"East Meadow, NY",57362
36103147100,"Bay Shore, NY",57323
36081015100,"Queens County, NY",57301
36047035400,"Kings County, NY",57275
36103135201,"Commack, NY",57275
36119002101,"Northeast Yonkers, Yonkers, NY",57237
36081010100,"Queens County, NY",57199
36005044902,"Bronx County, NY",57192
36081069300,"Queens County, NY",57183
36081088901,"Queens County, NY",57156
36119009800,"Scarsdale, NY",57147
36061015002,"Upper East Side, New York, NY",57139
36081092200,"Queens County, NY",57123
36047026000,"Kings County, NY",57122
36059410900,"Valley Stream, NY",57084
36059416300,"Atlantic Beach, NY",57084
36047027400,"Kings County, NY",57080
36081098100,"Queens County, NY",57079
36081147900,"Queens County, NY",57043
36081024500,"Queens County, NY",57034
36081045900,"Queens County, NY",57026
36005051600,"Bronx County, NY",56990
36059517801,"Locust Valley, NY",56922
36081071306,"Queens County, NY",56894
36059521000,"North Massapequa, NY",56853
36081107201,"Queens County, NY",56843
36119005100,"Eastchester, NY",56837
36081071900,"Queens County, NY",56828
36005027402,"Bronx County, NY",56790
36119000801,"Northwest Yonkers, Yonkers, NY",56789
36119001900,"Northwest Yonkers, Yonkers, NY",56748
36081092900,"Queens County, NY",56724
36059409000,"Levittown, NY",56708
36059411400,"Woodmere, NY",56664
36081157902,"Queens County, NY",56659
36059408500,"North Bellmore, NY",56658
36059413100,"Oceanside, NY",56658
36081146700,"Queens County, NY",56634
36081130100,"Queens County, NY",56634
36119008403,"Harrison, NY",56632
34003010200,"Dumont, NJ",56612
36059409100,"Levittown, NY",56612
36103135104,"Smithtown, NY",56589
36059407700,"Westbury, NY",56588
36047054400,"Kings County, NY",56575
36059302000,"Roslyn, NY",56574
36059520502,"South Farmingdale, NY",56574
36059406100,"West Hempstead, NY",56558
36047069602,"Kings County, NY",56553
36081066701,"Queens County, NY",56547
36047055200,"Kings County, NY",56530
36059415000,"Merrick, NY",56518
36081077907,"Queens County, NY",56500
36059412000,"Lynbrook, NY",56472
36047054600,"Kings County, NY",56463
36081093900,"Queens County, NY",56459
36047045600,"Kings County, NY",56435
36119009703,"White Plains, NY",56362
36103110402,"Centerport, NY",56350
36119010702,"Scarsdale, NY",56346
36103112102,"Dix Hills, NY",56346
36103147402,"Islip, NY",56315
36059517102,"Glen Cove, NY",56310
36059410800,"Valley Stream, NY",56299
36047069800,"Kings County, NY",56273
34003006202,"Cliffside Park, NJ",56186
36059300500,"Great Neck, NY",56150
36059520900,"Massapequa, NY",56148
36081119100,"Queens County, NY",56134
36059413804,"Baldwin, NY",56118
36059520402,"Farmingdale, NY",56070
36081012100,"Queens County, NY",56056
36047037402,"Kings County, NY",56053
36081045700,"Queens County, NY",56052
36081068700,"Queens County, NY",56045
36005030900,"Bronx County, NY",55981
36047055400,"Kings County, NY",55973
34003019306,"Fort Lee, NJ",55961
36047074400,"Kings County, NY",55953
36081062500,"Queens County, NY",55941
36059409600,"North Wantagh, Wantagh, NY",55891
36081051500,"Queens County, NY",55890
36059520200,"Bethpage, NY",55858
36059408800,"Levittown, NY",55845
36081109700,"Queens County, NY",55820
36059301101,"Port Washington, NY",55810
36103112206,"Melville, NY",55806
36047059600,"Kings County, NY",55788
36059412100,"East Rockaway, NY",55755
36081079900,"Queens County, NY",55747
36081071305,"Queens County, NY",55746
36081117500,"Queens County, NY",55738
36059517302,"Glen Cove, NY",55735
36081145101,"Queens County, NY",55623
36005025000,"Bronx County, NY",55570
36081069701,"Queens County, NY",55566
36047043200,"Kings County, NY",55562
36103145701,"Hauppauge, NY",55561
36119010200,"Hastings-on-Hudson, NY",55534
36059411301,"Valley Stream, NY",55525
36047043600,"Kings County, NY",55516
36081071100,"Queens County, NY",55492
36081116100,"Queens County, NY",55478
34003019204,"Fort Lee, NJ",55477
36047065600,"Kings County, NY",55476
36059413300,"Oceanside, NY",55456
36103111704,"East Northport, NY",55420
36103111402,"Huntington Station, NY",55405
36103124401,"West Babylon, NY",55377
36081080302,"Queens County, NY",55363
34003019203,"Fort Lee, NJ",55332
34003019102,"Fort Lee, NJ",55310
36119004500,"North Side, Mount Vernon, NY",55272
36081065703,"Queens County, NY",55261
34003019103,"Fort Lee, NJ",55249
36059413600,"Baldwin, NY",55204
36081001200,"Queens County, NY",55196
36047057000,"Kings County, NY",55182
36047030400,"Kings County, NY",55175
36005025400,"Bronx County, NY",55167
36081025302,"Queens County, NY",55155
36103112214,"Huntington Station, NY",55131
36047046201,"Kings County, NY",55111
36081129104,"Queens County, NY",55108
36061010601,"Midtown, New York, NY",55046
36059304002,"Westbury, NY",55026
36047059300,"Kings County, NY",55017
36081013700,"Queens County, NY",55002
36059303201,"Garden City Park, NY",54996
36081000800,"Queens County, NY",54990
36047039600,"Kings County, NY",54984
34003003200,"Bergenfield, NJ",54983
36047025200,"Kings County, NY",54972
36047043800,"Kings County, NY",54969
36047045200,"Kings County, NY",54966
36005024400,"Bronx County, NY",54955
36081155102,"Queens County, NY",54953
36119002107,"Colonial Heights, Yonkers, NY",54942
36081056200,"Queens County, NY",54938
36061011800,"Lenox Hill, New York, NY",54934
36047038600,"Kings County, NY",54929
36047025400,"Kings County, NY",54919
36081024300,"Queens County, NY",54893
36081018502,"Queens County, NY",54887
36005029700,"Bronx County, NY",54858
36047049700,"Kings County, NY",54851
36047060800,"Kings County, NY",54830
36081011500,"Queens County, NY",54819
36081088400,"Queens County, NY",54794
36061014802,"Upper East Side, New York, NY",54719
36081070300,"Queens County, NY",54714
36061004300,"Lower Manhattan, New York, NY",54714
36119007402,"Mamaroneck, NY",54699
36061016300,"Upper West Side, New York, NY",54645
36061014401,"Upper East Side, New York, NY",54605
36061016001,"Upper East Side, New York, NY",54582
36059413001,"Oceanside, NY",54575
36059520300,"Bethpage, NY",54561
36081084602,"Queens County, NY",54519
36103146706,"West Islip, NY",54517
36059409400,"Wantagh, NY",54510
36081065900,"Queens County, NY",54510
36059520401,"Farmingdale, NY",54484
36081126700,"Queens County, NY",54449
36081113900,"Queens County, NY",54447
36081029700,"Queens County, NY",54438
36061005700,"Lower Manhattan, New York, NY",54388
36119001502,"Southeast Yonkers, Yonkers, NY",54384
36103110803,"Northport, NY",54373
36081014900,"Queens County, NY",54363
34003013002,"Edgewater, NJ",54361
36047039800,"Kings County, NY",54337
36081016100,"Queens County, NY",54306
36081161700,"Queens County, NY",54300
36047063200,"Kings County, NY",54266
36081157102,"Queens County, NY",54260
36059302200,"Roslyn Heights, NY",54234
36047056900,"Kings County, NY",54169
36103135205,"Commack, NY",54161
36081074300,"Queens County, NY",54153
36059410500,"Valley Stream, NY",54103
36059303600,"Mineola, NY",54086
36081076902,"Queens County, NY",54075
36081093402,"Queens County, NY",54056
36059405900,"West Hempstead, NY",54050
36081008800,"Queens County, NY",54029
34003028002,"Leonia, NJ",54021
36081024700,"Queens County, NY",54010
36119006900,"Larchmont, NY",53966
34003041200,"Palisades Park, NJ",53959
36059411600,"Lawrence, NY",53958
34003019202,"Fort Lee, NJ",53942
36081025301,"Queens County, NY",53938
36059413700,"Baldwin, NY",53922
36059301400,"Port Washington, NY",53912
36081026100,"Queens County, NY",53886
36081120300,"Queens County, NY",53881
36103122901,"West Babylon, NY",53878
36005029500,"Bronx County, NY",53877
36059517802,"Locust Valley, NY",53872
36081122701,"Queens County, NY",53854
36047060600,"Kings County, NY",53844
36047065200,"Kings County, NY",53808
36081058700,"Queens County, NY",53779
36119005400,"Pelham, Village of Pelham, NY",53772
36081124100,"Queens County, NY",53767
36047076000,"Kings County, NY",53752
36081015300,"Queens County, NY",53738
36081147100,"Queens County, NY",53719
34003019104,"Fort Lee, NJ",53705
36081120500,"Queens County, NY",53697
36047036001,"Kings County, NY",53688
36103135004,"Saint James, NY",53638
36081060100,"Queens County, NY",53608
36081051300,"Queens County, NY",53595
36081030903,"Queens County, NY",53578
36047041401,"Kings County, NY",53576
36047074600,"Kings County, NY",53552
36119002404,"Southeast Yonkers, Yonkers, NY",53541
36103123101,"North Babylon, NY",53532
36081102900,"Queens County, NY",53530
36047042800,"Kings County, NY",53527
36059415300,"Bellmore, NY",53500
36103135204,"Smithtown, NY",53497
36081004001,"Queens County, NY",53496
36047036600,"Kings County, NY",53493
36119001503,"Southeast Yonkers, Yonkers, NY",53491
36103122300,"Farmingdale, NY",53461
36047040400,"Kings County, NY",53456
36081162100,"Queens County, NY",53455
36081115500,"Queens County, NY",53449
36081077904,"Queens County, NY",53413
36103135208,"Commack, NY",53388
36081014700,"Queens County, NY",53318
36103134903,"Smithtown, NY",53317
36081145102,"Queens County, NY",53310
36081062900,"Queens County, NY",53291
36081013000,"Queens County, NY",53289
36047026600,"Kings County, NY",53276
36103146103,"Bay Shore, NY",53270
36103112002,"Huntington Station, NY",53254
36103122603,"North Babylon, NY",53185
36081071303,"Queens County, NY",53183
36081118700,"Queens County, NY",53177
36081003100,"Queens County, NY",53169
36059416701,"Long Beach, NY",53165
36081126500,"Queens County, NY",53099
36081052500,"Queens County, NY",53079
36081091900,"Queens County, NY",53060
36119004800,"Tuckahoe, NY",53058
36047030000,"Kings County, NY",53037
36081059300,"Queens County, NY",53036
36059301000,"Sands Point, NY",52994
36047058000,"Kings County, NY",52973
36059517301,"Glen Cove, NY",52969
36081013400,"Queens County, NY",52949
36059410400,"Valley Stream, NY",52932
36081030902,"Queens County, NY",52930
36081076901,"Queens County, NY",52894
36119001301,"Park Hill, Yonkers, NY",52893
36119002300,"Dunwoodie, Yonkers, NY",52891
36081077903,"Queens County, NY",52880
36005025200,"Bronx County, NY",52877
36103111701,"East Northport, NY",52851
36005033700,"Bronx County, NY",52844
36005031600,"Bronx County, NY",52832
36081071702,"Queens County, NY",52789
36081001600,"Queens County, NY",52773
36059407900,"East Meadow, NY",52755
36081085900,"Queens County, NY",52748
36119010100,"Scarsdale, NY",52728
36047057500,"Kings County, NY",52704
36103112001,"Huntington Station, NY",52695
36081005100,"Queens County, NY",52678
36081012301,"Queens County, NY",52669
36119007500,"Rye, NY",52663
36081025500,"Queens County, NY",52633
36061012200,"Lenox Hill, New York, NY",52567
36103110600,"Northport, NY",52542
36081074500,"Queens County, NY",52536
36047067000,"Kings County, NY",52529
36103134906,"Kings Park, NY",52517
36081014000,"Queens County, NY",52510
36119005800,"New Rochelle, NY",52505
36081073900,"Queens County, NY",52488
36081057700,"Queens County, NY",52486
36081115900,"Queens County, NY",52468
36081050500,"Queens County, NY",52465
36103122602,"Deer Park, NY",52425
36005016000,"Bronx County, NY",52412
36081067900,"Queens County, NY",52400
36081090700,"Queens County, NY",52398
36061011100,"Midtown, New York, NY",52381
36119000900,"Nepera Park, Yonkers, NY",52370
36081062700,"Queens County, NY",52370
34003028001,"Leonia, NJ",52362
36005032600,"Bronx County, NY",52350
36061011402,"Upper East Side, New York, NY",52348
36059521700,"Massapequa Park, NY",52342
36059518000,"Oyster Bay, NY",52324
36047039400,"Kings County, NY",52306
36081010300,"Queens County, NY",52301
36103124101,"Lindenhurst, NY",52299
34003006300,"Cliffside Park, NJ",52296
36081047100,"Queens County, NY",52279
36081047500,"Queens County, NY",52272
36119001504,"Southeast Yonkers, Yonkers, NY",52254
36081011200,"Queens County, NY",52251
36081120100,"Queens County, NY",52229
36047024800,"Kings County, NY",52204
36081052100,"Queens County, NY",52173
36005032300,"Bronx County, NY",52169
36047061002,"Kings County, NY",52161
36081047300,"Queens County, NY",52160
36047016500,"Kings County, NY",52133
36081051700,"Queens County, NY",52131
36047065800,"Kings County, NY",52127
36061013600,"Upper East Side, New York, NY",52122
36081063900,"Queens County, NY",52121
36103124002,"Lindenhurst, NY",52114
36081029300,"Queens County, NY",52105
36081006201,"Queens County, NY",52074
36005030701,"Bronx County, NY",52051
36081003800,"Queens County, NY",52033
36059521100,"Massapequa, NY",52027
36081086400,"Queens County, NY",52023
34003003100,"Bergenfield, NJ",52018
36081047900,"Queens County, NY",52001
36081080900,"Queens County, NY",51994
36047062800,"Kings County, NY",51953
36081061900,"Queens County, NY",51938
36059412800,"South Hempstead, NY",51938
36047054200,"Kings County, NY",51905
36047046000,"Kings County, NY",51904
36005031200,"Bronx County, NY",51883
36047025000,"Kings County, NY",51863
36081045800,"Queens County, NY",51854
36047057800,"Kings County, NY",51849
36059414900,"North Bellmore, NY",51844
36119001403,"Lincoln Park, Yonkers, NY",51759
36103112104,"Dix Hills, NY",51685
36081055600,"Queens County, NY",51646
36103110300,"Halesite, NY",51644
36061005400,"Midtown, New York, NY",51640
36081077500,"Queens County, NY",51612
36047066200,"Kings County, NY",51600
36047062600,"Kings County, NY",51593
36081068300,"Queens County, NY",51586
36047043000,"Kings County, NY",51578
36081021200,"Queens County, NY",51558
36081024900,"Queens County, NY",51520
